2.365469	3.96501	1.928433
24.423531	3.20499	12.282568
24.423531	6.78999	9.033933
2.365469	0.38001	5.177067
24.423531	0.38001	5.177067
2.365469	6.78999	9.033933
2.365469	3.20499	12.282568
24.423531	3.96501	1.928433
15.759968	0.38001	1.928433
11.029031	6.78999	12.282568
11.029031	3.20499	9.033933
15.759968	3.96501	5.177067
11.029031	3.96501	5.177067
15.759968	3.20499	9.033933
15.759968	6.78999	12.282568
11.029031	0.38001	1.928433
1.173358	2.22987	2.934572
25.615641	4.94013	11.276429
25.615641	1.35513	10.040072
1.173358	5.81487	4.170929
25.615641	5.81487	4.170929
1.173358	1.35513	10.040072
1.173358	4.94013	11.276429
25.615641	2.22987	2.934572
14.567858	5.81487	2.934572
12.221142	1.35513	11.276429
12.221142	4.94013	10.040072
14.567858	2.22987	4.170929
12.221142	2.22987	4.170929
14.567858	4.94013	10.040072
14.567858	1.35513	11.276429
12.221142	5.81487	2.934572
3.557579	4.82541	13.847199
23.23142	2.34459	0.363802
23.23142	5.92959	6.741699
3.557579	1.24041	7.469302
23.23142	1.24041	7.469302
3.557579	5.92959	6.741699
3.557579	2.34459	0.363802
23.23142	4.82541	13.847199
16.952079	1.24041	13.847199
9.836921	5.92959	0.363802
9.836921	2.34459	6.741699
16.952079	4.82541	7.469302
9.836921	4.82541	7.469302
16.952079	2.34459	6.741699
16.952079	5.92959	0.363802
9.836921	1.24041	13.847199
5.805176	4.78956	0.396487
20.983823	2.38044	13.814514
20.983823	5.96544	7.501987
5.805176	1.20456	6.709013
20.983823	1.20456	6.709013
5.805176	5.96544	7.501987
5.805176	2.38044	13.814514
20.983823	4.78956	0.396487
19.199676	1.20456	0.396487
7.589324	5.96544	13.814514
7.589324	2.38044	7.501987
19.199676	4.78956	6.709013
7.589324	4.78956	6.709013
19.199676	2.38044	7.501987
19.199676	5.96544	13.814514
7.589324	1.20456	0.396487
6.464186	6.1662	2.197021
20.324814	1.0038	12.01398
20.324814	4.5888	9.302521
6.464186	2.5812	4.90848
20.324814	2.5812	4.90848
6.464186	4.5888	9.302521
6.464186	1.0038	12.01398
20.324814	6.1662	2.197021
19.858685	2.5812	2.197021
6.930314	4.5888	12.01398
6.930314	1.0038	9.302521
19.858685	6.1662	4.90848
6.930314	6.1662	4.90848
19.858685	1.0038	9.302521
19.858685	4.5888	12.01398
6.930314	2.5812	2.197021
4.888993	0.38718	3.284162
21.900007	6.78282	10.926838
21.900007	3.19782	10.389662
4.888993	3.97218	3.821338
21.900007	3.97218	3.821338
4.888993	3.19782	10.389662
4.888993	6.78282	10.926838
21.900007	0.38718	3.284162
18.283492	3.97218	3.284162
8.505507	3.19782	10.926838
8.505507	6.78282	10.389662
18.283492	0.38718	3.821338
8.505507	0.38718	3.821338
18.283492	6.78282	10.389662
18.283492	3.19782	10.926838
8.505507	3.97218	3.284162
2.619964	0.38718	2.563664
24.169035	6.78282	11.647336
24.169035	3.19782	9.669165
2.619964	3.97218	4.541836
24.169035	3.97218	4.541836
2.619964	3.19782	9.669165
2.619964	6.78282	11.647336
24.169035	0.38718	2.563664
16.014464	3.97218	2.563664
10.774536	3.19782	11.647336
10.774536	6.78282	9.669165
16.014464	0.38718	4.541836
10.774536	0.38718	4.541836
16.014464	6.78282	9.669165
16.014464	3.19782	11.647336
10.774536	3.97218	2.563664
