0.733215	0	0
0.733215	0	14.211
0.733215	7.17	0
0.733215	7.17	14.211
26.055785	0	0
26.055785	0	14.211
26.055785	7.17	0
26.055785	7.17	14.211
26.055785	3.585	7.1055
0.733215	3.585	7.1055
14.127715	3.585	0
14.127715	3.585	14.211
12.661285	3.585	0
12.661285	3.585	14.211
12.661285	0	7.1055
12.661285	7.17	7.1055
14.127715	0	7.1055
14.127715	7.17	7.1055
1.423567	6.132931	0.698329
25.365432	1.037069	13.512672
25.365432	4.622069	7.803829
1.423567	2.547931	6.407172
25.365432	2.547931	6.407172
1.423567	4.622069	7.803829
1.423567	1.037069	13.512672
25.365432	6.132931	0.698329
14.818067	2.547931	0.698329
11.970932	4.622069	13.512672
11.970932	1.037069	7.803829
14.818067	6.132931	6.407172
11.970932	6.132931	6.407172
14.818067	1.037069	7.803829
14.818067	4.622069	13.512672
11.970932	2.547931	0.698329
0.717409	5.049257	1.244173
26.07159	2.120743	12.966827
26.07159	5.705743	8.349673
0.717409	1.464257	5.861327
26.07159	1.464257	5.861327
0.717409	5.705743	8.349673
0.717409	2.120743	12.966827
26.07159	5.049257	1.244173
14.111909	1.464257	1.244173
12.67709	5.705743	12.966827
12.67709	2.120743	8.349673
14.111909	5.049257	5.861327
12.67709	5.049257	5.861327
14.111909	2.120743	8.349673
14.111909	5.705743	12.966827
12.67709	1.464257	1.244173
1.390617	3.961138	1.905979
25.398383	3.208862	12.305021
25.398383	6.793862	9.01148
1.390617	0.376138	5.199521
25.398383	0.376138	5.199521
1.390617	6.793862	9.01148
1.390617	3.208862	12.305021
25.398383	3.961138	1.905979
14.785117	0.376138	1.905979
12.003883	6.793862	12.305021
12.003883	3.208862	9.01148
14.785117	3.961138	5.199521
12.003883	3.961138	5.199521
14.785117	3.208862	9.01148
14.785117	6.793862	12.305021
12.003883	0.376138	1.905979
0.708837	2.944432	2.491757
26.080163	4.225568	11.719244
26.080163	0.640568	9.597257
0.708837	6.529432	4.613743
26.080163	6.529432	4.613743
0.708837	0.640568	9.597257
0.708837	4.225568	11.719244
26.080163	2.944432	2.491757
14.103337	6.529432	2.491757
12.685663	0.640568	11.719244
12.685663	4.225568	9.597257
14.103337	2.944432	4.613743
12.685663	2.944432	4.613743
14.103337	4.225568	9.597257
14.103337	0.640568	11.719244
12.685663	6.529432	2.491757
2.882496	6.205778	1.033708
23.906503	0.964222	13.177292
23.906503	4.549222	8.139208
2.882496	2.620778	6.071792
23.906503	2.620778	6.071792
2.882496	4.549222	8.139208
2.882496	0.964222	13.177292
23.906503	6.205778	1.033708
16.276996	2.620778	1.033708
10.512003	4.549222	13.177292
10.512003	0.964222	8.139208
16.276996	6.205778	6.071792
10.512003	6.205778	6.071792
16.276996	0.964222	8.139208
16.276996	4.549222	13.177292
10.512003	2.620778	1.033708
3.828684	5.390621	0.409419
22.960316	1.779379	13.801582
22.960316	5.364379	7.514919
3.828684	1.805621	6.696081
22.960316	1.805621	6.696081
3.828684	5.364379	7.514919
3.828684	1.779379	13.801582
22.960316	5.390621	0.409419
17.223184	1.805621	0.409419
9.565816	5.364379	13.801582
9.565816	1.779379	7.514919
17.223184	5.390621	6.696081
9.565816	5.390621	6.696081
17.223184	1.779379	7.514919
17.223184	5.364379	13.801582
9.565816	1.805621	0.409419
5.14322	5.371119	0.849676
21.645779	1.798881	13.361325
21.645779	5.383881	7.955176
5.14322	1.786119	6.255825
21.645779	1.786119	6.255825
5.14322	5.383881	7.955176
5.14322	1.798881	13.361325
21.645779	5.371119	0.849676
18.53772	1.786119	0.849676
8.25128	5.383881	13.361325
8.25128	1.798881	7.955176
18.53772	5.371119	6.255825
8.25128	5.371119	6.255825
18.53772	1.798881	7.955176
18.53772	5.383881	13.361325
8.25128	1.786119	0.849676
5.541305	6.174087	1.911095
21.247695	0.995913	12.299905
21.247695	4.580913	9.016596
5.541305	2.589087	5.194405
21.247695	2.589087	5.194405
5.541305	4.580913	9.016596
5.541305	0.995913	12.299905
21.247695	6.174087	1.911095
18.935805	2.589087	1.911095
7.853195	4.580913	12.299905
7.853195	0.995913	9.016596
18.935805	6.174087	5.194405
7.853195	6.174087	5.194405
18.935805	0.995913	9.016596
18.935805	4.580913	12.299905
7.853195	2.589087	1.911095
4.612798	6.990033	2.537658
22.176202	0.179967	11.673342
22.176202	3.764967	9.643159
4.612798	3.405033	4.567842
22.176202	3.405033	4.567842
4.612798	3.764967	9.643159
4.612798	0.179967	11.673342
22.176202	6.990033	2.537658
18.007297	3.405033	2.537658
8.781702	3.764967	11.673342
8.781702	0.179967	9.643159
18.007297	6.990033	4.567842
8.781702	6.990033	4.567842
18.007297	0.179967	9.643159
18.007297	3.764967	11.673342
8.781702	3.405033	2.537658
3.295583	7.000645	2.105502
23.493417	0.169355	12.105499
23.493417	3.754355	9.211002
3.295583	3.415645	4.999998
23.493417	3.415645	4.999998
3.295583	3.754355	9.211002
3.295583	0.169355	12.105499
23.493417	7.000645	2.105502
16.690083	3.415645	2.105502
10.098917	3.754355	12.105499
10.098917	0.169355	9.211002
16.690083	7.000645	4.999998
10.098917	7.000645	4.999998
16.690083	0.169355	9.211002
16.690083	3.754355	12.105499
10.098917	3.415645	2.105502
